愛育,あいいく,aiiku
ウェールズ人,うぇーるずじん,ueeruzujin
アルメニア人,アルメニアじん,arumeniajin
アゼルバイジャン人,アゼルバイジャンじん,azerubaijanjin
御来光,ごらいこう,goraikou
白昼夢,はくちゅうむ,hakuchuumu
ギリシア人,ギリシアじん,girishiajin
確度,かくど,kakudo
席料,せきりょう,sekiryou
石竜,せきりょう,sekiryou
石梁,せきりょう,sekiryou
積量,せきりょう,sekiryou
スロバキア人,スロバキアじん,surobakiajin
ラトビア人,ラトビアじん,ratobiajin
スロベニア人,スロベニアじん,surobeniajin
アルバニア人,アルバニアじん,arubaniajin
エストニア人,エストニアじん,esutoniajin
リトアニア人,リトアニアじん,ritoaniajin
墓園,ぼえん,boen
外出血,がいしゅっけつ,gaishukketsu
変質者,へんしつしゃ,henshitsusha
塞栓,そくせん,sokusen
マケドニア人,マケドニアじん,makedoniajin
インドネシア人,インドネシアじん,indoneshiajin
人気者,にんきもの,ninkimono
ジョージア人,ジョージアじん,joojiajin
ルクセンブルク人,ルクセンブルクじん,rukusenburukujin
四生児,しせいじ,shiseiji
五生児,ごせいじ,goseiji
六生児,ろくせいじ,rokuseiji
七生児,しちせいじ,shichiseiji
九生児,きゅうせいじ,kyuuseiji
十生児,じゅっせいじ,jusseiji
楊梅,ようばい,youbai
葉背,ようはい,youhai
腰佩,ようはい,youhai
成鳥,せいちょう,seichou
作業着,さぎょうぎ,sagyougi
作業服,さぎょうふく,sagyoufuku
銅壺,どうこ,douko
銅鼓,どうこ,douko
道着,どうぎ,dougi
車種,しゃしゅ,shashu
宗風,しゅうふう,shuufuu
終風,しゅうふう,shuufuu
戎服,じゅうふく,juufuku
銃腹,じゅうふく,juufuku
石刃,せきじん,sekijin
舌端,ぜったん,zettan
排土板,はいどばん,haidoban
肩肉,かたにく,kataniku
飼育者,しいくしゃ,shiikusha
如雨露,じょうろ,jouro
捷路,しょうろ,shouro
松露,しょうろ,shouro
衝路,しょうろ,shouro
如露,じょろ,joro
助老,じょろう,jorou
天序,てんじょ,tenjo
天叙,てんじょ,tenjo
転所,てんしょ,tensho
典書,てんしょ,tensho
防腐剤,ぼうふざい,boufuzai
板塀,いたべい,itabei
ユダヤ人,ユダヤじん,yudayajin
灯火管制,とうかかんせい,toukakansei
筒状,とうじょう,toujou
イタイイタイ病,イタイイタイびょう,itaiitaibyou
公害病,こうがいびょう,kougaibyou
水俣病,みなまたびょう,minamatabyou
第二水俣病,だいにみなまたびょう,dainiminamatabyou
新潟水俣病,にいがたみなまたびょう,niigataminamatabyou
有機水銀,ゆうきすいぎん,yuukisuigin
即位式,そくいしき,sokuishiki
朱儒,しゅじゅ,shuju
勤務先,きんむさき,kinmusaki
動脈瘤,どうみゃくりゅう,doumyakuryuu
化学肥料,かがくひりょう,kagakuhiryou
去留,きょりゅう,kyoryuu
御柳,ぎょりゅう,gyoryuu
例大祭,れいたいさい,reitaisai
霊台,れいだい,reidai
霊府,れいふ,reifu
霊符,れいふ,reifu
令扶,れいふ,reifu
無限軌道,むげんきどう,mugenkidou
原画,げんが,genga
中肉,ちゅうにく,chuuniku
地窖,ちこう,chikou
喫煙室,きつえんしつ,kitsuenshitsu
受動喫煙,じゅどうきつえん,judoukitsuen
国内法,こくないほう,kokunaihou
噫気,あいき,aiki
反跳,はんちょう,hanchou
参謀長,さんぼうちょう,sanbouchou
覆帯,りたい,ritai
履帯,りたい,ritai
藩邸,はんてい,hantei
力み,りきみ,rikimi
社会運動,しゃかいうんどう,shakaiundou
赤誠,せきせい,sekisei
政治運動,せいじうんどう,seijiundou
基準値,きじゅんち,kijunchi
生熟,せいじゅく,seijuku
フラ公,フラこう,furakou
主流煙,しゅりゅうえん,shuryuuen
副流煙,ふくりゅうえん,fukuryuuen
毎夜,まいや,maiya
黄耉,こうこう,koukou
交媾,こうこう,koukou
媾合,こうごう,kougou
雑居ビル,ざっきょビル,zakkyobiru
駅ビル,えきビル,ekibiru
信玄袋,しんげんぶくろ,shingenbukuro
おこそ頭巾,おこそずきん,okosozukin
白拍子,しらびょうし,shirabyoushi
所作事,しょさごと,shosagoto
弁慶,べんけい,benkei
弁慶の泣き所,べんけいのなきどころ,benkeinonakidokoro
鉏鋙,そご,sogo
鞭刑,べんけい,benkei
返景,へんけい,henkei
編磬,へんけい,henkei
金糸,きんし,kinshi
砂嚢,さのう,sanou
左脳,さのう,sanou
右脳,うのう,unou
筋胃,きんい,kin'i
琴意,きんい,kin'i
琴心,きんしん,kinshin
禁闈,きんい,kin'i
禁囲,きんい,kin'i
金衣,きんい,kin'i
錦衣,きんい,kin'i
絶版,ぜっぱん,zeppan
絶体,ぜったい,zettai
舌苔,ぜったい,zettai
放浪者,ほうろうしゃ,hourousha
放牧地,ほうぼくち,houbokuchi
総菜パン,そうざいパン,souzaipan
惣菜パン,そうざいパン,souzaipan
早雪,そうせつ,sousetsu
勦説,そうせつ,sousetsu
叢説,そうせつ,sousetsu
霜雪,そうせつ,sousetsu
双絶,そうぜつ,souzetsu
雑説,ざっせつ,zassetsu
狂信的,きょうしんてき,kyoushinteki
舌代,ぜつだい,zetsudai
絶代,ぜつだい,zetsudai
絶待,ぜつだい,zetsudai
大公国,たいこうこく,taikoukoku
睽乖,けいかい,keikai
滎回,けいかい,keikai
炯戒,けいかい,keikai
烱誡,けいかい,keikai
造説,ぞうせつ,zousetsu
遺利,いり,iri
二死,にし,nishi
二至,にし,nishi
包装紙,ほうそうし,housoushi
出張所,しゅっちょうじょ,shutchoujo
全社,ぜんしゃ,zensha
前頭葉,ぜんとうよう,zentouyou
判断力,はんだんりょく,handanryoku
上体,じょうたい,joutai
下体,かたい,katai
薄片,はくへん,hakuhen
剥片,はくへん,hakuhen
一時払い,いつじばらい,itsujibarai
廃園,はいえん,haien
音楽高等学校,おんがくこうとうがっこう,ongakukoutougakkou
美術高等学校,びじゅつこうとうがっこう,bijutsukoutougakkou
一時帰休,いちじききゅう,ichijikikyuu
鼓隊,こたい,kotai
五臓,ごぞう,gozou
五内,ごだい,godai
五帯,ごたい,gotai
四男,よんなん,yonnan
四女,よんじょ,yonjo
五男,ごなん,gonan
五女,ごじょ,gojo
当館,とうかん,toukan
廃館,はいかん,haikan
思い出王手,おもいでおうて,omoideoute
リンパ液,リンパえき,rinpaeki
淋巴,リンパ,rinpa
淋巴液,リンパえき,rinpaeki
牛面,ごめん,gomen
黒旗,こっき,kokki
横断幕,おうだんまく,oudanmaku
ゴルフ場,ゴルフじょう,gorufujou
変電所,へんでんしょ,hendensho
貯木場,ちょぼくじょう,chobokujou
狗馬,くば,kuba
坑口,こうこう,koukou
伍伴,ごはん,gohan
御番,ごばん,goban
小番,こばん,koban
火番,こばん,koban
刻器,こっき,kokki
斛器,こっき,kokki
骨気,こっき,kokki
黒気,こっき,kokki
国基,こっき,kokki
国器,こっき,kokki
国記,こっき,kokki
虎斑,こはん,kohan
孤帆,こはん,kohan
古版,こはん,kohan
劇物,げきぶつ,gekibutsu
和朝,わちょう,wachou
倭朝,わちょう,wachou
高圧ガス,こうあつガス,kouatsugasu
タブロイド紙,タブロイドし,taburoidoshi
小柄,しょうへい,shouhei
狩漁,しゅぎょ,shugyo
媚薬,びやく,biyaku
婚姻届,こんいんとどけ,kon'intodoke
離婚届,りこんとどけ,rikontodoke
刻下,こっか,kokka
水源地,すいげんち,suigenchi
表土,ひょうど,hyoudo
原土,げんど,gendo
拳大,けんだい,kendai
同村,どうそん,douson
轂下,こっか,kokka
輦下,れんか,renka
藩籍,はんせき,hanseki
国華,こっか,kokka
蓮荷,れんか,renka
恋歌,れんか,renka
連枷,れんか,renka
国貨,こっか,kokka
霊夢,れいむ,reimu
片言,へんげん,hengen
土蛙,つちがえる,tsuchigaeru
疣蛙,いぼがえる,ibogaeru
疣痔,いぼじ,iboji
黒花,こっか,kokka
ニット帽,ニットぼう,nittobou
砂糖楓,さとうかえで,satoukaede
日星,じっせい,jissei
実勢,じっせい,jissei
湿生植物,しっせいしょくぶつ,shisseishokubutsu
数珠,じゅず,juzu
活火,かっか,kakka
各課,かくか,kakuka
体重計,たいじゅうけい,taijuukei
前夜祭,ぜんやさい,zenyasai
雁首,がんくび,gankubi
新派劇,しんぱげき,shinpageki
新派,しんぱ,shinpa
旧劇,きゅうげき,kyuugeki
急撃,きゅうげき,kyuugeki
アドレス帳,アドレスちょう,adoresuchou
水泳パンツ,すいえいパンツ,suieipantsu
Tバック,ティーバック,teiibakku
Vパン,ブイパン,buipan
放送室,ほうそうしつ,housoushitsu
システム工学,システムこうがく,shisutemukougaku
カウパー腺,カウパーせん,kaupaasen
不可触民,ふかしょくみん,fukashokumin
飯椀,めしわん,meshiwan
御飯茶碗,ごはんぢゃわん,gohanjawan
三日坊主,みっかぼうす,mikkabousu
三角関係,さんかくかんけい,sankakukankei
軍事国家,ぐんじこっか,gunjikokka
好男子,こうだんし,koudanshi
末筆,まっぴつ,mappitsu
有識者,ゆうしきしゃ,yuushikisha
金石文,きんせきぶん,kinsekibun
識者,しきしゃ,shikisha
学識経験者,がくしきけいけんしゃ,gakushikikeikensha
補助金,ほじょきん,hojokin
本降り,ほんぶり,honburi
月餅,げっぺい,geppei
社主,しゃしゅ,shashu
謝酒,しゃしゅ,shashu
邪宗,じゃしゅう,jashuu
邪執,じゃしゅう,jashuu
邪宗門,じゃしゅうもん,jashuumon
裏門,うらもん,uramon
表門,おもてもん,omotemon
裏紋,うらもん,uramon
戻り値,もどりち,modorichi
返り値,かえりち,kaerichi
一和,いっか,ikka
一箇,いっか,ikka
一犬,いっけん,ikken
一件,いっけん,ikken
一間,いっけん,ikken
一軒,いっけん,ikken
山鵲,さんじゃく,sanjaku
三尺,さんじゃく,sanjaku
共犯者,きょうはんしゃ,kyouhansha
清涼殿,せいりょうでん,seiryouden
褥瘡,じょくそう,jokusou
褥草,じょくそう,jokusou
食草,しょくそう,shokusou
飾粧,しょくそう,shokusou
更年期障害,こうねんきしょうがい,kounenkishougai
弾正台,だんじょうだい,danjoudai
弾正,だんじょう,danjou
断常,だんじょう,danjou
短畳,たんじょう,tanjou
丹情,たんじょう,tanjou
聖法師,ひじりほうし,hijirihoushi
ニコチン中毒,ニコチンちゅうどく,nikochinchuudoku
地引網,じびきあみ,jibikiami
地引,じびき,jibiki
地曳,じびき,jibiki
地弾き,じびき,jibiki
聴聞会,ちょうもんかい,choumonkai
筆記試験,ひっきしけん,hikkishiken
口述試験,こうじゅつしけん,koujutsushiken
実技試験,じつぎしけん,jitsugishiken
氷壁,ひょうへき,hyouheki
評説,ひょうせつ,hyousetsu
頭頂葉,とうちょうよう,touchouyou
西洋将棋,せいようしょうぎ,seiyoushougi
賽銭箱,さいせんばこ,saisenbako
自治寮,じちりょう,jichiryou
西瓜割り,すいかわり,suikawari
鉄砲水,てっぽうみず,teppoumizu
貞操帯,ていそうたい,teisoutai
癮者,いんじゃ,inja
希少金属,きしょうきんぞく,kishoukinzoku
古伝,こでん,koden
辛党,からとう,karatou
全波全中,ぜんぱぜんちゅう,zenpazenchuu
特番,とくばん,tokuban
勝負事,しょうぶごと,shoubugoto
赤十字,せきじゅうじ,sekijuuji
赤十字社,せきじゅうじしゃ,sekijuujisha
社会事業,しゃかいじぎょう,shakaijigyou
バルサミコ酢,バルサミコす,barusamikosu
調理法,ちょうりほう,chourihou
水金地火木土天海,すいきんちかもくどてんかい,suikinchikamokudotenkai
水金地火木土天海冥,すいきんちかもくどてんかいめい,suikinchikamokudotenkaimei
水金地火木土天冥海,すいきんちかもくどてんめいかい,suikinchikamokudotenmeikai
継泳,けいえい,keiei
個人メドレー,こじんメドレー,kojinmedoree
建設業,けんせつぎょう,kensetsugyou
著述業,ちょじゅつぎょう,chojutsugyou
担当者,たんとうしゃ,tantousha
総合建設業,そうごうけんせつぎょう,sougoukensetsugyou
奈翁,なおう,naou
沙翁,しゃおう,shaou
杜翁,とおう,toou
津軽塗,つがるぬり,tsugarunuri
デング熱,デングねつ,dengunetsu
幺䯢,ようま,youma
么麽,ようま,youma
心配性,しんぱいしょう,shinpaishou
呼び鈴,よびりん,yobirin
金座,きんざ,kinza
銭座,ぜにざ,zeniza
給食当番,きゅうしょくとうばん,kyuushokutouban
亀鼈,きべつ,kibetsu
掃除当番,そうじとうばん,soujitouban
朝課外,あさかがい,asakagai
竜骨,りゅうこつ,ryuukotsu
国葬儀,こくそうぎ,kokusougi
密密,みつみつ,mitsumitsu
医療崩壊,いりょうほうかい,iryouhoukai
濃厚接触,のうこうせっしょく,noukousesshoku
殉じる,じゅんじる,junjiru
殉ずる,じゅんずる,junzuru
保存版,ほぞんばん,hozonban
新装版,しんそうばん,shinsouban
復刻版,ふっこくばん,fukkokuban
億ション,おくション,okushon
逆比例,ぎゃくひれい,gyakuhirei
替え玉受験,かえだまじゅけん,kaedamajuken
受験期,じゅけんき,jukenki
緊急地震速報,きんきゅうじしんそくほう,kinkyuujishinsokuhou
雇農,このう,konou
名誉教授,めいよきょうじゅ,meiyokyouju
宿泊施設,しゅくはくしせつ,shukuhakushisetsu
食寝分離,しょくしんぶんり,shokushinbunri
就寝分離,しゅうしんぶんり,shuushinbunri
都会人,とかいじん,tokaijin
六男,ろくなん,rokunan
七男,しちなん,shichinan
八男,はちなん,hachinan
九男,きゅうなん,kyuunan
六女,ろくじょ,rokujo
七女,しちじょ,shichijo
八女,はちじょ,hachijo
九女,きゅうじょ,kyuujo
十男,じゅうなん,juunan
十女,じゅうじょ,juujo
弁護団,べんごだん,bengodan
食品サンプル,しょくひんサンプル,shokuhinsanpuru
六十律,ろくじゅうりつ,rokujuuritsu
呪物,じゅぶつ,jubutsu
儒仏,じゅぶつ,jubutsu
十二律,じゅうにりつ,juuniritsu
真球,しんきゅう,shinkyuu
脚絆,きゃはん,kyahan
脚半,きゃはん,kyahan
斑斕,はんらん,hanran
斒斕,はんらん,hanran
晨曦,しんぎ,shingi
晨光,しんこう,shinkou
晨影,しんえい,shin'ei
案語,あんご,ango
医学部,いがくぶ,igakubu
文学部,ぶんがくぶ,bungakubu
理学部,りがくぶ,rigakubu
先天性,せんてんせい,sentensei
後天性,こうてんせい,koutensei
免疫不全,めんえきふぜん,men'ekifuzen
性行為感染症,せいこういかんせんしょう,seikouikansenshou
革命暦,かくめいれき,kakumeireki
丞相,じょうしょう,joushou
左丞相,さしょうじょう,sashoujou
右丞相,うしょうじょう,ushoujou
鉄銹,てっしゅう,tesshuu
児童虐待,じどうぎゃくたい,jidougyakutai
免疫力,めんえきりょく,men'ekiryoku
催涙ガス,さいるいガス,sairuigasu
催涙弾,さいるいだん,sairuidan
偽善者,ぎぜんしゃ,gizensha
投票箱,とうひょうばこ,touhyoubako
投票用紙,とうひょうようし,touhyouyoushi
保険業,ほけんぎょう,hokengyou
倦怠期,けんたいき,kentaiki
人文主義,じんぶんしゅぎ,jinbunshugi
干名,かんめい,kanmei
一元,いちげん,ichigen
一元論,いちげんろん,ichigenron
一匹狼,いっぴきおおかみ,ippikiookami
前金,ぜんきん,zenkin
勃起不全,ぼっきふぜん,bokkifuzen
原稿用紙,げんこうようし,genkouyoushi
己卯,きぼう,kibou
三百六十律,さんびゃくろくじゅうりつ,sanbyakurokujuuritsu
津波注意報,つなみちゅういほう,tsunamichuuihou
津波警報,つなみけいほう,tsunamikeihou
大津波警報,おおつなみけいほう,ootsunamikeihou
海溝軸,かいこうじく,kaikoujiku
スラブ内地震,スラブないじしん,surabunaijishin
メガスラスト地震,メガスラストじしん,megasurasutojishin
火山性地震,かざんせいじしん,kazanseijishin
断層運動,だんそううんどう,dansouundou
地震断層,じしんだんそう,jishindansou
極細粒砂,きょくさいりゅうさ,kyokusairyuusa
細粒砂,さいりゅうさ,sairyuusa
中粒砂,ちゅうりゅうさ,chuuryuusa
粗粒砂,そりゅうさ,soryuusa
極粗粒砂,きょくそりゅうさ,kyokusoryuusa
細礫,さいれき,saireki
中礫,ちゅうれき,chuureki
大礫,だいれき,daireki
巨礫,きょれき,kyoreki
粗粒シルト,そりゅうシルト,soryuushiruto
中粒シルト,ちゅうりゅうシルト,chuuryuushiruto
細粒シルト,さいりゅうシルト,sairyuushiruto
極細粒シルト,きょくさいりゅうシルト,kyokusairyuushiruto
角礫,かくれき,kakureki
円礫,えんれき,enreki
粗大塵,そだいごみ,sodaigomi
砕屑,さいせつ,saisetsu
砕屑岩,さいせつがん,saisetsugan
亜円礫,あえんれき,aenreki
亜角礫,あかくれき,akakureki
管制塔,かんせいとう,kanseitou
